index,Sector,Indicator,Unit,Country_code,Country,Year,Variable,Value
14357,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,UA,Ukraine,2017,historic,0.233918129
14358,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,1990,historic,12.91554821
14359,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,1991,historic,15.07840237
14360,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,1992,historic,9.404999094
14361,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,1993,historic,7.183895114
14362,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,1994,historic,6.875820808
14363,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,1995,historic,5.514408745
14364,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,1996,historic,5.421049193
14365,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,1997,historic,6.58726566
14366,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,1998,historic,7.351877425
14367,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,1999,historic,10.2117618
14368,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,2000,historic,7.243711117
14369,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,2001,historic,8.414327775
14370,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,2002,historic,9.801218804
14371,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,2003,historic,10.28905392
14372,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,2004,historic,9.139645482
14373,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,2005,historic,8.72112517
14374,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,2006,historic,10.36193349
14375,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,2007,historic,9.822144193
14376,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,2008,historic,9.276735356
14377,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,2009,historic,8.045623872
14378,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,2010,historic,6.239603094
14379,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,2011,historic,6.424427085
14380,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,2012,historic,6.442025006
14381,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,2013,historic,6.765163297
14382,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,2014,historic,6.154906609
14383,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,2015,historic,4.682064026
14384,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,2016,historic,3.677267672
14385,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,US,United States,2017,historic,2.585811403
14386,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,1990,historic,28.44135999
14387,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,1991,historic,22.81289911
14388,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,1992,historic,18.350981
14389,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,1993,historic,14.25661914
14390,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,1994,historic,14.71401055
14391,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,1995,historic,12.07920792
14392,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,1996,historic,12.9811119
14393,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,1997,historic,12.75569451
14394,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,1998,historic,8.232514178
14395,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,1999,historic,7.820220448
14396,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,2000,historic,4.144319844
14397,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,2001,historic,6.289553111
14398,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,2002,historic,5.854867932
14399,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,2003,historic,4.176100629
14400,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,2004,historic,2.352837504
14401,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,2005,historic,1.251554082
14402,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,2006,historic,1.585752623
14403,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,2007,historic,2.351494103
14404,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,2008,historic,2.50250968
14405,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,2009,historic,2.114064842
14406,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,2010,historic,4.260455869
14407,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,2011,historic,3.815375822
14408,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,2012,historic,3.198936021
14409,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,2013,historic,3.608969867
14410,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,2014,historic,4.156135917
14411,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,2015,historic,7.037488158
14412,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,2016,historic,6.342409848
14413,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,DE,Germany,2017,historic,5.861842105
14414,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,FR,France,1990,historic,11.14870308
14415,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,FR,France,1991,historic,11.15500079
14416,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,FR,France,1992,historic,11.64251208
14417,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,FR,France,1993,historic,9.375506894
14418,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,FR,France,1994,historic,11.44278607
14419,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,FR,France,1995,historic,7.566713483
14420,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,FR,France,1996,historic,6.910016978
14421,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,FR,France,1997,historic,6.994047619
14422,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,FR,France,1998,historic,7.670667667
14423,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,FR,France,2002,historic,5.640028289
14424,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,FR,France,2003,historic,5.802675585
14425,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,FR,France,2004,historic,7.066258139
14426,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,FR,France,2005,historic,7.027992853
14427,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,FR,France,2006,historic,8.002767528
14428,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,FR,France,2007,historic,8.921933086
14429,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,FR,France,2008,historic,9.301003978
14430,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,FR,France,2009,historic,5.341102209
14431,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,FR,France,2010,historic,7.398753894
14432,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,FR,France,2011,historic,4.889622447
14433,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,FR,France,2012,historic,5.490605428
14434,Industry Chemicals,Coal share in energy supply in Primary Energy in chemical and petrochemicals industry,% coal,FR,France,2013,historic,9.596967279
